,video_path,frame,birdie_visible,birdie_x,birdie_y,birdie_hit,stroke
165,match12/rally_video/1_01_00.mp4,165,1,530,350,0,
166,match12/rally_video/1_01_00.mp4,166,1,525,359,0,
167,match12/rally_video/1_01_00.mp4,167,1,520,365,0,
168,match12/rally_video/1_01_00.mp4,168,1,515,375,0,
169,match12/rally_video/1_01_00.mp4,169,1,511,382,0,
170,match12/rally_video/1_01_00.mp4,170,1,506,392,0,
171,match12/rally_video/1_01_00.mp4,171,1,503,401,0,
172,match12/rally_video/1_01_00.mp4,172,1,498,414,0,
173,match12/rally_video/1_01_00.mp4,173,1,496,424,1,lob
174,match12/rally_video/1_01_00.mp4,174,1,487,411,0,
175,match12/rally_video/1_01_00.mp4,175,1,485,370,0,
176,match12/rally_video/1_01_00.mp4,176,1,483,335,0,
177,match12/rally_video/1_01_00.mp4,177,1,477,307,0,
178,match12/rally_video/1_01_00.mp4,178,1,473,279,0,
179,match12/rally_video/1_01_00.mp4,179,1,470,255,0,
180,match12/rally_video/1_01_00.mp4,180,1,466,230,0,
181,match12/rally_video/1_01_00.mp4,181,1,462,210,0,
182,match12/rally_video/1_01_00.mp4,182,1,458,191,0,
183,match12/rally_video/1_01_00.mp4,183,1,455,173,0,
184,match12/rally_video/1_01_00.mp4,184,1,452,157,0,
185,match12/rally_video/1_01_00.mp4,185,1,448,143,0,
186,match12/rally_video/1_01_00.mp4,186,1,445,130,0,
187,match12/rally_video/1_01_00.mp4,187,1,441,119,0,
188,match12/rally_video/1_01_00.mp4,188,1,439,108,0,
189,match12/rally_video/1_01_00.mp4,189,1,436,99,0,
190,match12/rally_video/1_01_00.mp4,190,1,432,91,0,
191,match12/rally_video/1_01_00.mp4,191,1,429,84,0,
192,match12/rally_video/1_01_00.mp4,192,1,427,80,0,
193,match12/rally_video/1_01_00.mp4,193,1,423,77,0,
194,match12/rally_video/1_01_00.mp4,194,1,420,74,0,
195,match12/rally_video/1_01_00.mp4,195,1,417,72,0,
196,match12/rally_video/1_01_00.mp4,196,1,413,72,0,
197,match12/rally_video/1_01_00.mp4,197,1,411,72,0,
198,match12/rally_video/1_01_00.mp4,198,1,407,75,0,
199,match12/rally_video/1_01_00.mp4,199,1,403,78,0,
200,match12/rally_video/1_01_00.mp4,200,1,400,84,0,
201,match12/rally_video/1_01_00.mp4,201,1,396,91,0,
202,match12/rally_video/1_01_00.mp4,202,1,392,99,0,
203,match12/rally_video/1_01_00.mp4,203,1,389,107,0,
204,match12/rally_video/1_01_00.mp4,204,1,385,117,0,
205,match12/rally_video/1_01_00.mp4,205,1,381,131,0,
206,match12/rally_video/1_01_00.mp4,206,1,378,143,0,
207,match12/rally_video/1_01_00.mp4,207,1,374,157,0,
208,match12/rally_video/1_01_00.mp4,208,1,371,172,0,
209,match12/rally_video/1_01_00.mp4,209,1,368,190,0,
210,match12/rally_video/1_01_00.mp4,210,1,365,206,0,
211,match12/rally_video/1_01_00.mp4,211,1,362,225,0,
212,match12/rally_video/1_01_00.mp4,212,1,359,244,0,
213,match12/rally_video/1_01_00.mp4,213,1,356,267,0,
214,match12/rally_video/1_01_00.mp4,214,1,354,287,0,
215,match12/rally_video/1_01_00.mp4,215,1,352,308,0,
216,match12/rally_video/1_01_00.mp4,216,1,349,327,0,
217,match12/rally_video/1_01_00.mp4,217,1,349,345,1,drop
218,match12/rally_video/1_01_00.mp4,218,1,418,339,0,
219,match12/rally_video/1_01_00.mp4,219,1,474,325,0,
220,match12/rally_video/1_01_00.mp4,220,1,516,316,0,
221,match12/rally_video/1_01_00.mp4,221,1,545,310,0,
222,match12/rally_video/1_01_00.mp4,222,1,573,306,0,
223,match12/rally_video/1_01_00.mp4,223,1,597,304,0,
224,match12/rally_video/1_01_00.mp4,224,1,617,304,0,
225,match12/rally_video/1_01_00.mp4,225,1,635,305,0,
226,match12/rally_video/1_01_00.mp4,226,1,649,305,0,
227,match12/rally_video/1_01_00.mp4,227,1,663,307,0,
228,match12/rally_video/1_01_00.mp4,228,1,675,310,0,
229,match12/rally_video/1_01_00.mp4,229,1,687,313,0,
230,match12/rally_video/1_01_00.mp4,230,1,698,317,0,
231,match12/rally_video/1_01_00.mp4,231,1,708,321,0,
232,match12/rally_video/1_01_00.mp4,232,1,716,326,0,
233,match12/rally_video/1_01_00.mp4,233,1,724,331,0,
234,match12/rally_video/1_01_00.mp4,234,1,731,338,0,
235,match12/rally_video/1_01_00.mp4,235,1,740,346,0,
236,match12/rally_video/1_01_00.mp4,236,1,746,352,0,
237,match12/rally_video/1_01_00.mp4,237,1,752,359,0,
238,match12/rally_video/1_01_00.mp4,238,1,758,367,0,
239,match12/rally_video/1_01_00.mp4,239,1,765,376,0,
240,match12/rally_video/1_01_00.mp4,240,1,770,384,0,
241,match12/rally_video/1_01_00.mp4,241,1,774,393,0,
242,match12/rally_video/1_01_00.mp4,242,1,779,404,0,
243,match12/rally_video/1_01_00.mp4,243,1,786,411,1,net_shot
244,match12/rally_video/1_01_00.mp4,244,1,792,399,0,
245,match12/rally_video/1_01_00.mp4,245,1,792,380,0,
246,match12/rally_video/1_01_00.mp4,246,1,790,370,0,
247,match12/rally_video/1_01_00.mp4,247,1,793,360,0,
248,match12/rally_video/1_01_00.mp4,248,1,795,349,0,
249,match12/rally_video/1_01_00.mp4,249,1,795,340,0,
250,match12/rally_video/1_01_00.mp4,250,1,795,332,0,
251,match12/rally_video/1_01_00.mp4,251,1,793,328,0,
252,match12/rally_video/1_01_00.mp4,252,1,792,323,0,
253,match12/rally_video/1_01_00.mp4,253,1,791,318,0,
254,match12/rally_video/1_01_00.mp4,254,1,791,315,0,
255,match12/rally_video/1_01_00.mp4,255,1,791,313,0,
256,match12/rally_video/1_01_00.mp4,256,1,792,313,0,
257,match12/rally_video/1_01_00.mp4,257,1,792,313,0,
258,match12/rally_video/1_01_00.mp4,258,1,793,314,0,
259,match12/rally_video/1_01_00.mp4,259,1,793,316,0,
260,match12/rally_video/1_01_00.mp4,260,1,792,319,0,
261,match12/rally_video/1_01_00.mp4,261,1,792,323,0,
262,match12/rally_video/1_01_00.mp4,262,1,792,327,0,
263,match12/rally_video/1_01_00.mp4,263,1,792,332,0,
264,match12/rally_video/1_01_00.mp4,264,1,791,339,0,
265,match12/rally_video/1_01_00.mp4,265,1,791,348,0,
266,match12/rally_video/1_01_00.mp4,266,1,790,356,0,
267,match12/rally_video/1_01_00.mp4,267,1,789,365,0,
268,match12/rally_video/1_01_00.mp4,268,1,788,375,0,
269,match12/rally_video/1_01_00.mp4,269,1,788,386,0,
270,match12/rally_video/1_01_00.mp4,270,1,787,397,0,
271,match12/rally_video/1_01_00.mp4,271,1,786,409,0,
272,match12/rally_video/1_01_00.mp4,272,1,786,421,0,
273,match12/rally_video/1_01_00.mp4,273,1,785,434,1,lob
274,match12/rally_video/1_01_00.mp4,274,1,750,389,0,
275,match12/rally_video/1_01_00.mp4,275,1,725,350,0,
276,match12/rally_video/1_01_00.mp4,276,1,701,317,0,
277,match12/rally_video/1_01_00.mp4,277,1,684,293,0,
278,match12/rally_video/1_01_00.mp4,278,1,668,270,0,
279,match12/rally_video/1_01_00.mp4,279,1,654,251,0,
280,match12/rally_video/1_01_00.mp4,280,1,641,235,0,
281,match12/rally_video/1_01_00.mp4,281,1,630,222,0,
282,match12/rally_video/1_01_00.mp4,282,1,619,210,0,
283,match12/rally_video/1_01_00.mp4,283,1,609,200,0,
284,match12/rally_video/1_01_00.mp4,284,1,602,192,0,
285,match12/rally_video/1_01_00.mp4,285,1,593,185,0,
286,match12/rally_video/1_01_00.mp4,286,1,586,179,0,
287,match12/rally_video/1_01_00.mp4,287,1,578,173,0,
288,match12/rally_video/1_01_00.mp4,288,1,572,170,0,
289,match12/rally_video/1_01_00.mp4,289,1,566,168,0,
290,match12/rally_video/1_01_00.mp4,290,1,560,166,0,
291,match12/rally_video/1_01_00.mp4,291,1,554,166,0,
292,match12/rally_video/1_01_00.mp4,292,1,549,166,0,
293,match12/rally_video/1_01_00.mp4,293,1,544,167,0,
294,match12/rally_video/1_01_00.mp4,294,1,540,169,0,
295,match12/rally_video/1_01_00.mp4,295,1,536,170,0,
296,match12/rally_video/1_01_00.mp4,296,1,532,173,0,
297,match12/rally_video/1_01_00.mp4,297,1,528,178,0,
298,match12/rally_video/1_01_00.mp4,298,1,525,182,0,
299,match12/rally_video/1_01_00.mp4,299,1,521,187,0,
300,match12/rally_video/1_01_00.mp4,300,1,518,193,0,
301,match12/rally_video/1_01_00.mp4,301,1,514,200,0,
302,match12/rally_video/1_01_00.mp4,302,1,513,206,0,
303,match12/rally_video/1_01_00.mp4,303,1,510,214,0,
304,match12/rally_video/1_01_00.mp4,304,1,508,222,0,
305,match12/rally_video/1_01_00.mp4,305,1,506,230,0,
306,match12/rally_video/1_01_00.mp4,306,1,504,239,0,
307,match12/rally_video/1_01_00.mp4,307,1,502,249,0,
308,match12/rally_video/1_01_00.mp4,308,1,500,258,0,
309,match12/rally_video/1_01_00.mp4,309,1,498,268,0,
310,match12/rally_video/1_01_00.mp4,310,1,497,278,0,
311,match12/rally_video/1_01_00.mp4,311,1,492,291,1,drive
312,match12/rally_video/1_01_00.mp4,312,1,487,289,0,
313,match12/rally_video/1_01_00.mp4,313,1,483,291,0,
314,match12/rally_video/1_01_00.mp4,314,1,478,294,0,
315,match12/rally_video/1_01_00.mp4,315,1,474,297,0,
316,match12/rally_video/1_01_00.mp4,316,1,469,301,0,
317,match12/rally_video/1_01_00.mp4,317,1,466,306,0,
318,match12/rally_video/1_01_00.mp4,318,1,462,311,0,
319,match12/rally_video/1_01_00.mp4,319,1,459,316,0,
320,match12/rally_video/1_01_00.mp4,320,1,455,323,0,
321,match12/rally_video/1_01_00.mp4,321,1,451,329,0,
322,match12/rally_video/1_01_00.mp4,322,1,448,337,0,
323,match12/rally_video/1_01_00.mp4,323,1,445,346,0,
324,match12/rally_video/1_01_00.mp4,324,1,441,355,0,
325,match12/rally_video/1_01_00.mp4,325,1,437,366,0,
326,match12/rally_video/1_01_00.mp4,326,1,435,376,0,
327,match12/rally_video/1_01_00.mp4,327,1,432,388,0,
328,match12/rally_video/1_01_00.mp4,328,1,428,401,1,short_def
329,match12/rally_video/1_01_00.mp4,329,1,433,390,0,
330,match12/rally_video/1_01_00.mp4,330,1,443,369,0,
331,match12/rally_video/1_01_00.mp4,331,1,447,363,0,
332,match12/rally_video/1_01_00.mp4,332,1,449,355,0,
333,match12/rally_video/1_01_00.mp4,333,1,452,349,0,
334,match12/rally_video/1_01_00.mp4,334,1,455,345,0,
335,match12/rally_video/1_01_00.mp4,335,1,457,342,0,
336,match12/rally_video/1_01_00.mp4,336,1,461,340,0,
337,match12/rally_video/1_01_00.mp4,337,1,463,340,0,
338,match12/rally_video/1_01_00.mp4,338,1,465,341,0,
339,match12/rally_video/1_01_00.mp4,339,1,467,342,0,
340,match12/rally_video/1_01_00.mp4,340,1,468,344,0,
341,match12/rally_video/1_01_00.mp4,341,1,471,347,0,
342,match12/rally_video/1_01_00.mp4,342,1,473,350,0,
343,match12/rally_video/1_01_00.mp4,343,0,0,0,0,
344,match12/rally_video/1_01_00.mp4,344,1,476,359,0,
345,match12/rally_video/1_01_00.mp4,345,1,477,363,0,
346,match12/rally_video/1_01_00.mp4,346,1,478,369,0,
347,match12/rally_video/1_01_00.mp4,347,1,479,375,0,
348,match12/rally_video/1_01_00.mp4,348,1,481,378,1,net_shot
349,match12/rally_video/1_01_00.mp4,349,1,490,370,0,
350,match12/rally_video/1_01_00.mp4,350,1,491,362,0,
351,match12/rally_video/1_01_00.mp4,351,1,490,350,0,
352,match12/rally_video/1_01_00.mp4,352,1,493,346,0,
353,match12/rally_video/1_01_00.mp4,353,1,496,342,0,
354,match12/rally_video/1_01_00.mp4,354,1,500,338,0,
355,match12/rally_video/1_01_00.mp4,355,1,504,334,0,
356,match12/rally_video/1_01_00.mp4,356,1,506,332,0,
357,match12/rally_video/1_01_00.mp4,357,1,509,332,0,
358,match12/rally_video/1_01_00.mp4,358,1,511,332,0,
359,match12/rally_video/1_01_00.mp4,359,1,514,333,0,
360,match12/rally_video/1_01_00.mp4,360,1,515,334,0,
361,match12/rally_video/1_01_00.mp4,361,1,518,338,0,
362,match12/rally_video/1_01_00.mp4,362,1,521,342,0,
363,match12/rally_video/1_01_00.mp4,363,1,522,347,0,
364,match12/rally_video/1_01_00.mp4,364,1,524,351,0,
365,match12/rally_video/1_01_00.mp4,365,1,526,359,0,
366,match12/rally_video/1_01_00.mp4,366,1,528,368,0,
367,match12/rally_video/1_01_00.mp4,367,1,530,376,0,
368,match12/rally_video/1_01_00.mp4,368,1,532,385,0,
369,match12/rally_video/1_01_00.mp4,369,1,534,396,0,
370,match12/rally_video/1_01_00.mp4,370,1,535,407,0,
371,match12/rally_video/1_01_00.mp4,371,1,536,419,0,
372,match12/rally_video/1_01_00.mp4,372,1,539,432,1,lob
373,match12/rally_video/1_01_00.mp4,373,1,531,381,0,
374,match12/rally_video/1_01_00.mp4,374,1,531,335,0,
375,match12/rally_video/1_01_00.mp4,375,1,525,300,0,
376,match12/rally_video/1_01_00.mp4,376,1,521,270,0,
377,match12/rally_video/1_01_00.mp4,377,1,519,247,0,
378,match12/rally_video/1_01_00.mp4,378,1,517,227,0,
379,match12/rally_video/1_01_00.mp4,379,1,515,210,0,
380,match12/rally_video/1_01_00.mp4,380,1,513,196,0,
381,match12/rally_video/1_01_00.mp4,381,1,511,184,0,
382,match12/rally_video/1_01_00.mp4,382,1,509,174,0,
383,match12/rally_video/1_01_00.mp4,383,1,508,167,0,
384,match12/rally_video/1_01_00.mp4,384,1,507,159,0,
385,match12/rally_video/1_01_00.mp4,385,1,506,154,0,
386,match12/rally_video/1_01_00.mp4,386,1,505,149,0,
387,match12/rally_video/1_01_00.mp4,387,1,504,147,0,
388,match12/rally_video/1_01_00.mp4,388,1,503,144,0,
389,match12/rally_video/1_01_00.mp4,389,1,503,143,0,
390,match12/rally_video/1_01_00.mp4,390,1,502,142,0,
391,match12/rally_video/1_01_00.mp4,391,1,502,143,0,
392,match12/rally_video/1_01_00.mp4,392,1,502,144,0,
393,match12/rally_video/1_01_00.mp4,393,1,501,146,0,
394,match12/rally_video/1_01_00.mp4,394,1,501,149,0,
395,match12/rally_video/1_01_00.mp4,395,1,500,152,0,
396,match12/rally_video/1_01_00.mp4,396,1,500,156,0,
397,match12/rally_video/1_01_00.mp4,397,1,501,161,0,
398,match12/rally_video/1_01_00.mp4,398,1,501,166,0,
399,match12/rally_video/1_01_00.mp4,399,1,501,172,0,
400,match12/rally_video/1_01_00.mp4,400,1,501,179,0,
401,match12/rally_video/1_01_00.mp4,401,1,501,185,0,
402,match12/rally_video/1_01_00.mp4,402,1,501,194,0,
403,match12/rally_video/1_01_00.mp4,403,1,502,202,0,
404,match12/rally_video/1_01_00.mp4,404,1,503,210,0,
405,match12/rally_video/1_01_00.mp4,405,1,504,219,0,
406,match12/rally_video/1_01_00.mp4,406,1,503,228,0,
407,match12/rally_video/1_01_00.mp4,407,1,513,227,1,clear
408,match12/rally_video/1_01_00.mp4,408,1,534,199,0,
409,match12/rally_video/1_01_00.mp4,409,1,553,180,0,
410,match12/rally_video/1_01_00.mp4,410,1,569,162,0,
411,match12/rally_video/1_01_00.mp4,411,1,582,149,0,
412,match12/rally_video/1_01_00.mp4,412,1,595,137,0,
413,match12/rally_video/1_01_00.mp4,413,1,607,126,0,
414,match12/rally_video/1_01_00.mp4,414,1,618,117,0,
415,match12/rally_video/1_01_00.mp4,415,1,628,109,0,
416,match12/rally_video/1_01_00.mp4,416,1,638,104,0,
417,match12/rally_video/1_01_00.mp4,417,1,646,98,0,
418,match12/rally_video/1_01_00.mp4,418,1,655,94,0,
419,match12/rally_video/1_01_00.mp4,419,1,664,91,0,
420,match12/rally_video/1_01_00.mp4,420,1,673,89,0,
421,match12/rally_video/1_01_00.mp4,421,1,680,89,0,
422,match12/rally_video/1_01_00.mp4,422,1,687,89,0,
423,match12/rally_video/1_01_00.mp4,423,1,695,92,0,
424,match12/rally_video/1_01_00.mp4,424,1,702,94,0,
425,match12/rally_video/1_01_00.mp4,425,1,709,97,0,
426,match12/rally_video/1_01_00.mp4,426,1,715,102,0,
427,match12/rally_video/1_01_00.mp4,427,1,722,108,0,
428,match12/rally_video/1_01_00.mp4,428,1,728,115,0,
429,match12/rally_video/1_01_00.mp4,429,1,734,123,0,
430,match12/rally_video/1_01_00.mp4,430,1,740,133,0,
431,match12/rally_video/1_01_00.mp4,431,1,745,143,0,
432,match12/rally_video/1_01_00.mp4,432,1,751,155,0,
433,match12/rally_video/1_01_00.mp4,433,1,755,167,0,
434,match12/rally_video/1_01_00.mp4,434,1,760,182,0,
435,match12/rally_video/1_01_00.mp4,435,1,765,196,0,
436,match12/rally_video/1_01_00.mp4,436,1,769,211,0,
437,match12/rally_video/1_01_00.mp4,437,1,773,228,0,
438,match12/rally_video/1_01_00.mp4,438,1,777,248,0,
439,match12/rally_video/1_01_00.mp4,439,1,780,265,0,
440,match12/rally_video/1_01_00.mp4,440,1,784,284,0,
441,match12/rally_video/1_01_00.mp4,441,1,787,303,0,
442,match12/rally_video/1_01_00.mp4,442,1,790,324,1,clear
443,match12/rally_video/1_01_00.mp4,443,1,777,253,0,
444,match12/rally_video/1_01_00.mp4,444,1,769,203,0,
445,match12/rally_video/1_01_00.mp4,445,1,762,168,0,
446,match12/rally_video/1_01_00.mp4,446,1,760,141,0,
