,video_path,frame,player_A_visible,player_B_visible,player_A_court_x,player_A_court_y,player_A_img_x,player_A_img_y,player_B_court_x,player_B_court_y,player_B_img_x,player_B_img_y 
75,match21/rally_video/2_02_03.mp4,75,1,1,309,291,312,629,1154,320,570,655
76,match21/rally_video/2_02_03.mp4,76,1,1,309,296,312,633,1152,328,569,663
77,match21/rally_video/2_02_03.mp4,77,1,1,309,298,312,634,1168,337,576,673
78,match21/rally_video/2_02_03.mp4,78,1,1,295,302,309,637,1177,349,580,685
79,match21/rally_video/2_02_03.mp4,79,0,0,-1,-1,-1,-1,-1,-1,-1,-1
80,match21/rally_video/2_02_03.mp4,80,0,0,-1,-1,-1,-1,-1,-1,-1,-1
81,match21/rally_video/2_02_03.mp4,81,0,0,-1,-1,-1,-1,-1,-1,-1,-1
82,match21/rally_video/2_02_03.mp4,82,0,0,-1,-1,-1,-1,-1,-1,-1,-1
83,match21/rally_video/2_02_03.mp4,83,0,0,-1,-1,-1,-1,-1,-1,-1,-1
84,match21/rally_video/2_02_03.mp4,84,1,1,218,336,293,661,1237,401,607,742
85,match21/rally_video/2_02_03.mp4,85,1,1,214,342,292,665,1237,404,607,745
86,match21/rally_video/2_02_03.mp4,86,1,1,228,349,295,670,1237,409,607,751
87,match21/rally_video/2_02_03.mp4,87,1,1,224,355,294,674,1239,412,608,754
88,match21/rally_video/2_02_03.mp4,88,1,1,219,352,293,672,1235,412,606,754
89,match21/rally_video/2_02_03.mp4,89,1,1,223,350,294,671,1228,403,603,744
90,match21/rally_video/2_02_03.mp4,90,1,1,233,350,296,671,1215,401,597,741
91,match21/rally_video/2_02_03.mp4,91,1,1,238,350,297,671,1193,398,587,737
92,match21/rally_video/2_02_03.mp4,92,1,1,233,353,296,673,1186,398,584,736
93,match21/rally_video/2_02_03.mp4,93,1,1,238,352,297,672,1173,391,578,728
94,match21/rally_video/2_02_03.mp4,94,1,1,233,349,296,670,1157,385,571,722
95,match21/rally_video/2_02_03.mp4,95,1,1,238,349,297,670,1154,384,570,721
96,match21/rally_video/2_02_03.mp4,96,1,1,233,352,296,672,1147,382,567,718
97,match21/rally_video/2_02_03.mp4,97,1,1,233,352,296,672,1140,375,564,711
98,match21/rally_video/2_02_03.mp4,98,1,1,228,353,295,673,1138,363,563,699
99,match21/rally_video/2_02_03.mp4,99,1,1,233,355,296,674,1136,363,562,699
100,match21/rally_video/2_02_03.mp4,100,1,1,224,353,294,673,1126,362,558,697
101,match21/rally_video/2_02_03.mp4,101,1,1,243,357,298,676,1116,359,554,694
102,match21/rally_video/2_02_03.mp4,102,1,1,257,358,301,677,1107,356,550,691
103,match21/rally_video/2_02_03.mp4,103,1,1,248,357,299,676,1102,351,548,686
104,match21/rally_video/2_02_03.mp4,104,1,1,248,354,299,674,1090,350,543,684
105,match21/rally_video/2_02_03.mp4,105,1,1,253,353,300,673,1082,350,540,684
106,match21/rally_video/2_02_03.mp4,106,1,1,248,352,299,672,1095,347,545,682
107,match21/rally_video/2_02_03.mp4,107,1,1,257,349,301,670,1099,349,547,684
108,match21/rally_video/2_02_03.mp4,108,1,1,253,344,300,667,1095,350,545,685
109,match21/rally_video/2_02_03.mp4,109,1,1,262,340,302,664,1087,355,542,689
110,match21/rally_video/2_02_03.mp4,110,1,1,262,340,302,664,1070,354,535,688
111,match21/rally_video/2_02_03.mp4,111,1,1,267,339,303,663,1070,353,535,687
112,match21/rally_video/2_02_03.mp4,112,1,1,257,340,301,664,1065,348,533,682
113,match21/rally_video/2_02_03.mp4,113,1,1,252,337,300,662,1065,347,533,681
114,match21/rally_video/2_02_03.mp4,114,1,1,257,343,301,666,1054,343,529,677
115,match21/rally_video/2_02_03.mp4,115,1,1,253,349,300,670,1065,339,533,673
116,match21/rally_video/2_02_03.mp4,116,1,1,248,353,299,673,1062,337,532,671
117,match21/rally_video/2_02_03.mp4,117,1,1,219,356,293,675,1062,337,532,671
118,match21/rally_video/2_02_03.mp4,118,1,1,189,364,287,680,1057,339,530,673
119,match21/rally_video/2_02_03.mp4,119,1,1,224,363,294,680,1059,346,531,680
120,match21/rally_video/2_02_03.mp4,120,1,1,281,365,306,682,1065,345,533,679
121,match21/rally_video/2_02_03.mp4,121,1,1,295,370,309,686,1080,347,539,681
122,match21/rally_video/2_02_03.mp4,122,1,1,295,377,309,691,1109,346,551,681
123,match21/rally_video/2_02_03.mp4,123,1,1,323,379,315,693,1104,343,549,678
124,match21/rally_video/2_02_03.mp4,124,1,1,318,382,314,695,1112,341,552,676
125,match21/rally_video/2_02_03.mp4,125,1,1,377,391,327,703,1116,342,554,677
126,match21/rally_video/2_02_03.mp4,126,1,1,381,394,328,705,1119,343,555,678
127,match21/rally_video/2_02_03.mp4,127,1,1,395,397,331,708,1102,351,548,686
128,match21/rally_video/2_02_03.mp4,128,1,1,386,396,329,707,1112,359,552,694
129,match21/rally_video/2_02_03.mp4,129,1,1,381,394,328,705,1102,362,548,697
130,match21/rally_video/2_02_03.mp4,130,1,1,381,392,328,704,1094,364,545,698
131,match21/rally_video/2_02_03.mp4,131,1,1,364,393,324,704,1102,366,548,701
132,match21/rally_video/2_02_03.mp4,132,1,1,355,386,322,699,1104,368,549,703
133,match21/rally_video/2_02_03.mp4,133,1,1,373,383,326,697,1099,371,547,705
134,match21/rally_video/2_02_03.mp4,134,1,1,355,386,322,699,1094,372,545,706
135,match21/rally_video/2_02_03.mp4,135,1,1,359,385,323,698,1092,374,544,708
136,match21/rally_video/2_02_03.mp4,136,1,1,346,385,320,698,1085,378,541,712
137,match21/rally_video/2_02_03.mp4,137,1,1,328,385,316,697,1082,381,540,715
138,match21/rally_video/2_02_03.mp4,138,1,1,328,375,316,690,1072,384,536,717
139,match21/rally_video/2_02_03.mp4,139,1,1,328,368,316,685,1067,383,534,716
140,match21/rally_video/2_02_03.mp4,140,1,1,318,363,314,681,1067,384,534,717
141,match21/rally_video/2_02_03.mp4,141,1,1,327,360,316,679,1067,382,534,715
142,match21/rally_video/2_02_03.mp4,142,1,1,309,355,312,675,1057,385,530,718
143,match21/rally_video/2_02_03.mp4,143,1,1,304,348,311,670,1062,389,532,722
144,match21/rally_video/2_02_03.mp4,144,1,1,290,348,308,670,1077,382,538,716
145,match21/rally_video/2_02_03.mp4,145,1,1,262,348,302,670,1077,382,538,716
146,match21/rally_video/2_02_03.mp4,146,1,1,267,350,303,671,1077,377,538,711
147,match21/rally_video/2_02_03.mp4,147,1,1,276,347,305,669,1059,374,531,707
148,match21/rally_video/2_02_03.mp4,148,1,1,318,343,314,667,1057,373,530,706
149,match21/rally_video/2_02_03.mp4,149,1,1,327,343,316,667,1057,360,530,693
150,match21/rally_video/2_02_03.mp4,150,1,1,314,346,313,669,1057,352,530,686
151,match21/rally_video/2_02_03.mp4,151,1,1,300,351,310,672,1057,348,530,682
152,match21/rally_video/2_02_03.mp4,152,1,1,295,355,309,675,1059,348,531,682
153,match21/rally_video/2_02_03.mp4,153,1,1,272,358,304,677,1062,347,532,681
154,match21/rally_video/2_02_03.mp4,154,1,1,229,370,295,685,1065,343,533,677
155,match21/rally_video/2_02_03.mp4,155,1,1,184,371,286,685,1062,340,532,674
156,match21/rally_video/2_02_03.mp4,156,1,1,194,375,288,688,1057,341,530,675
157,match21/rally_video/2_02_03.mp4,157,1,1,189,378,287,690,1065,340,533,674
158,match21/rally_video/2_02_03.mp4,158,1,1,143,384,278,693,1075,340,537,674
159,match21/rally_video/2_02_03.mp4,159,1,1,133,392,276,698,1085,339,541,673
160,match21/rally_video/2_02_03.mp4,160,1,1,128,398,275,702,1090,337,543,672
161,match21/rally_video/2_02_03.mp4,161,1,1,117,398,273,702,1095,337,545,672
162,match21/rally_video/2_02_03.mp4,162,1,1,128,401,275,704,1104,336,549,671
163,match21/rally_video/2_02_03.mp4,163,1,1,123,401,274,704,1114,337,553,672
164,match21/rally_video/2_02_03.mp4,164,1,1,123,405,274,707,1126,344,558,679
165,match21/rally_video/2_02_03.mp4,165,1,1,86,412,267,711,1140,347,564,683
166,match21/rally_video/2_02_03.mp4,166,1,1,102,410,270,710,1166,352,575,688
167,match21/rally_video/2_02_03.mp4,167,1,1,91,421,268,717,1173,352,578,688
168,match21/rally_video/2_02_03.mp4,168,1,1,42,432,259,723,1173,353,578,689
169,match21/rally_video/2_02_03.mp4,169,1,1,43,433,259,724,1173,353,578,689
170,match21/rally_video/2_02_03.mp4,170,1,1,15,442,254,729,1168,356,576,692
171,match21/rally_video/2_02_03.mp4,171,0,0,-1,-1,-1,-1,-1,-1,-1,-1
172,match21/rally_video/2_02_03.mp4,172,0,0,-1,-1,-1,-1,-1,-1,-1,-1
173,match21/rally_video/2_02_03.mp4,173,0,0,-1,-1,-1,-1,-1,-1,-1,-1
174,match21/rally_video/2_02_03.mp4,174,0,0,-1,-1,-1,-1,-1,-1,-1,-1
175,match21/rally_video/2_02_03.mp4,175,0,0,-1,-1,-1,-1,-1,-1,-1,-1
176,match21/rally_video/2_02_03.mp4,176,0,0,-1,-1,-1,-1,-1,-1,-1,-1
177,match21/rally_video/2_02_03.mp4,177,0,0,-1,-1,-1,-1,-1,-1,-1,-1
178,match21/rally_video/2_02_03.mp4,178,0,0,-1,-1,-1,-1,-1,-1,-1,-1
179,match21/rally_video/2_02_03.mp4,179,0,0,-1,-1,-1,-1,-1,-1,-1,-1
180,match21/rally_video/2_02_03.mp4,180,0,0,-1,-1,-1,-1,-1,-1,-1,-1
181,match21/rally_video/2_02_03.mp4,181,0,0,-1,-1,-1,-1,-1,-1,-1,-1
182,match21/rally_video/2_02_03.mp4,182,1,1,148,381,279,691,1159,352,572,688
183,match21/rally_video/2_02_03.mp4,183,1,1,154,382,280,692,1161,344,573,680
184,match21/rally_video/2_02_03.mp4,184,1,1,159,379,281,690,1164,342,574,678
185,match21/rally_video/2_02_03.mp4,185,0,0,-1,-1,-1,-1,-1,-1,-1,-1
186,match21/rally_video/2_02_03.mp4,186,1,1,174,357,284,675,1164,342,574,678
187,match21/rally_video/2_02_03.mp4,187,1,1,169,344,283,666,1159,342,572,678
188,match21/rally_video/2_02_03.mp4,188,1,1,143,328,278,655,1159,342,572,678
189,match21/rally_video/2_02_03.mp4,189,0,0,-1,-1,-1,-1,-1,-1,-1,-1
190,match21/rally_video/2_02_03.mp4,190,0,0,-1,-1,-1,-1,-1,-1,-1,-1
191,match21/rally_video/2_02_03.mp4,191,1,1,153,286,280,626,1157,326,571,662
192,match21/rally_video/2_02_03.mp4,192,1,1,208,269,291,614,1147,318,567,653
193,match21/rally_video/2_02_03.mp4,193,1,1,208,250,291,601,1140,314,564,649
194,match21/rally_video/2_02_03.mp4,194,1,1,173,235,284,591,1138,312,563,647
195,match21/rally_video/2_02_03.mp4,195,1,1,188,218,287,579,1133,303,561,638
196,match21/rally_video/2_02_03.mp4,196,1,1,232,207,296,570,1131,294,560,629
197,match21/rally_video/2_02_03.mp4,197,1,1,242,196,298,562,1136,289,562,624
198,match21/rally_video/2_02_03.mp4,198,1,1,222,185,294,555,1140,289,564,624
199,match21/rally_video/2_02_03.mp4,199,1,1,198,184,289,555,1138,289,563,624
200,match21/rally_video/2_02_03.mp4,200,1,1,212,183,292,554,131,171,276,548
201,match21/rally_video/2_02_03.mp4,201,1,1,222,181,294,552,116,169,273,547
202,match21/rally_video/2_02_03.mp4,202,0,0,-1,-1,-1,-1,-1,-1,-1,-1
203,match21/rally_video/2_02_03.mp4,203,0,0,-1,-1,-1,-1,-1,-1,-1,-1
204,match21/rally_video/2_02_03.mp4,204,0,0,-1,-1,-1,-1,-1,-1,-1,-1
205,match21/rally_video/2_02_03.mp4,205,0,0,-1,-1,-1,-1,-1,-1,-1,-1
206,match21/rally_video/2_02_03.mp4,206,0,0,-1,-1,-1,-1,-1,-1,-1,-1
207,match21/rally_video/2_02_03.mp4,207,0,0,-1,-1,-1,-1,-1,-1,-1,-1
208,match21/rally_video/2_02_03.mp4,208,1,1,252,199,300,564,1143,207,565,541
209,match21/rally_video/2_02_03.mp4,209,1,1,280,205,306,568,1150,207,568,541
210,match21/rally_video/2_02_03.mp4,210,1,1,252,207,300,570,1129,203,559,538
211,match21/rally_video/2_02_03.mp4,211,1,1,152,195,280,564,1119,204,555,539
212,match21/rally_video/2_02_03.mp4,212,1,1,193,201,288,567,1129,191,559,526
213,match21/rally_video/2_02_03.mp4,213,1,1,222,205,294,569,1131,176,560,510
214,match21/rally_video/2_02_03.mp4,214,1,1,261,216,302,576,1129,168,559,503
215,match21/rally_video/2_02_03.mp4,215,1,1,256,219,301,578,1121,163,556,498
216,match21/rally_video/2_02_03.mp4,216,1,1,256,220,301,579,1117,163,554,498
217,match21/rally_video/2_02_03.mp4,217,1,1,252,219,300,578,1119,164,555,499
218,match21/rally_video/2_02_03.mp4,218,1,1,256,217,301,577,1119,165,555,500
219,match21/rally_video/2_02_03.mp4,219,1,1,275,218,305,577,1119,172,555,507
220,match21/rally_video/2_02_03.mp4,220,1,1,290,214,308,574,1121,174,556,509
221,match21/rally_video/2_02_03.mp4,221,1,1,299,207,310,569,1102,175,548,511
222,match21/rally_video/2_02_03.mp4,222,1,1,308,201,312,564,1124,178,557,513
223,match21/rally_video/2_02_03.mp4,223,1,1,317,198,314,562,1129,180,559,515
224,match21/rally_video/2_02_03.mp4,224,1,1,317,200,314,563,1119,186,555,521
225,match21/rally_video/2_02_03.mp4,225,1,1,331,196,317,560,1104,191,549,527
226,match21/rally_video/2_02_03.mp4,226,1,1,331,196,317,560,1102,200,548,536
227,match21/rally_video/2_02_03.mp4,227,1,1,331,196,317,560,1080,207,539,544
228,match21/rally_video/2_02_03.mp4,228,1,1,331,191,317,556,1075,216,537,553
229,match21/rally_video/2_02_03.mp4,229,1,1,336,193,318,558,1072,222,536,559
230,match21/rally_video/2_02_03.mp4,230,1,1,336,195,318,559,1077,229,538,565
231,match21/rally_video/2_02_03.mp4,231,1,1,331,193,317,558,1075,230,537,567
232,match21/rally_video/2_02_03.mp4,232,1,1,336,192,318,557,1070,228,535,565
233,match21/rally_video/2_02_03.mp4,233,1,1,331,193,317,558,1067,227,534,564
234,match21/rally_video/2_02_03.mp4,234,1,1,326,199,316,562,1057,224,530,561
235,match21/rally_video/2_02_03.mp4,235,1,1,322,201,315,564,1044,218,525,556
236,match21/rally_video/2_02_03.mp4,236,1,1,331,202,317,564,1052,209,528,547
237,match21/rally_video/2_02_03.mp4,237,1,1,327,204,316,566,1067,205,534,542
238,match21/rally_video/2_02_03.mp4,238,1,1,327,206,316,567,1067,205,534,542
239,match21/rally_video/2_02_03.mp4,239,1,1,331,204,317,566,1072,205,536,542
240,match21/rally_video/2_02_03.mp4,240,1,1,313,206,313,568,1085,205,541,542
241,match21/rally_video/2_02_03.mp4,241,1,1,308,210,312,571,1097,202,546,538
242,match21/rally_video/2_02_03.mp4,242,1,1,308,213,312,573,1095,199,545,535
243,match21/rally_video/2_02_03.mp4,243,1,1,299,216,310,575,1100,199,547,535
244,match21/rally_video/2_02_03.mp4,244,1,1,308,216,312,575,1102,198,548,534
245,match21/rally_video/2_02_03.mp4,245,1,1,308,219,312,577,1075,201,537,538
246,match21/rally_video/2_02_03.mp4,246,1,1,308,220,312,578,1104,197,549,533
247,match21/rally_video/2_02_03.mp4,247,1,1,308,223,312,580,1104,187,549,523
248,match21/rally_video/2_02_03.mp4,248,1,1,299,227,310,583,1107,185,550,521
249,match21/rally_video/2_02_03.mp4,249,1,1,299,231,310,586,1107,182,550,518
250,match21/rally_video/2_02_03.mp4,250,1,1,294,235,309,589,1114,182,553,517
251,match21/rally_video/2_02_03.mp4,251,1,1,290,235,308,589,1138,176,563,510
252,match21/rally_video/2_02_03.mp4,252,1,1,299,239,310,592,1150,172,568,505
253,match21/rally_video/2_02_03.mp4,253,1,1,285,239,307,592,1166,166,575,498
254,match21/rally_video/2_02_03.mp4,254,1,1,285,239,307,592,1196,162,588,492
255,match21/rally_video/2_02_03.mp4,255,1,1,280,243,306,595,1216,160,597,488
256,match21/rally_video/2_02_03.mp4,256,1,1,280,243,306,595,1237,157,607,484
257,match21/rally_video/2_02_03.mp4,257,1,1,276,245,305,596,1244,153,610,479
258,match21/rally_video/2_02_03.mp4,258,1,1,257,246,301,597,1246,152,611,478
259,match21/rally_video/2_02_03.mp4,259,1,1,261,247,302,598,1242,151,609,477
260,match21/rally_video/2_02_03.mp4,260,1,1,261,250,302,600,1242,151,609,477
261,match21/rally_video/2_02_03.mp4,261,1,1,252,253,300,602,1239,152,608,478
262,match21/rally_video/2_02_03.mp4,262,1,1,257,253,301,602,1235,152,606,478
263,match21/rally_video/2_02_03.mp4,263,1,1,271,254,304,603,1242,150,609,476
264,match21/rally_video/2_02_03.mp4,264,1,1,271,256,304,604,1239,151,608,477
265,match21/rally_video/2_02_03.mp4,265,1,1,266,261,303,608,1229,156,603,483
266,match21/rally_video/2_02_03.mp4,266,1,1,285,263,307,609,1237,161,607,488
267,match21/rally_video/2_02_03.mp4,267,1,1,295,274,309,617,1235,169,606,496
268,match21/rally_video/2_02_03.mp4,268,1,1,247,281,299,622,1229,177,603,505
269,match21/rally_video/2_02_03.mp4,269,1,1,238,301,297,636,1229,181,603,510
270,match21/rally_video/2_02_03.mp4,270,1,1,257,310,301,643,1231,186,604,515
271,match21/rally_video/2_02_03.mp4,271,1,1,252,320,300,650,1231,190,604,519
272,match21/rally_video/2_02_03.mp4,272,1,1,218,332,293,658,1233,196,605,525
273,match21/rally_video/2_02_03.mp4,273,1,1,184,337,286,661,1231,201,604,530
274,match21/rally_video/2_02_03.mp4,274,1,1,209,345,291,667,1229,203,603,533
275,match21/rally_video/2_02_03.mp4,275,1,1,194,354,288,673,1222,205,600,535
276,match21/rally_video/2_02_03.mp4,276,1,1,184,360,286,677,1220,209,599,539
277,match21/rally_video/2_02_03.mp4,277,1,1,164,370,282,684,1211,215,595,546
278,match21/rally_video/2_02_03.mp4,278,1,1,154,382,280,692,1209,221,594,552
279,match21/rally_video/2_02_03.mp4,279,1,1,149,393,279,699,1211,230,595,562
280,match21/rally_video/2_02_03.mp4,280,0,0,-1,-1,-1,-1,-1,-1,-1,-1
281,match21/rally_video/2_02_03.mp4,281,0,0,-1,-1,-1,-1,-1,-1,-1,-1
282,match21/rally_video/2_02_03.mp4,282,0,0,-1,-1,-1,-1,-1,-1,-1,-1
283,match21/rally_video/2_02_03.mp4,283,1,1,102,434,270,726,1222,270,600,603
284,match21/rally_video/2_02_03.mp4,284,1,1,102,446,270,734,1215,274,597,608
285,match21/rally_video/2_02_03.mp4,285,1,1,91,454,268,739,1207,276,593,610
286,match21/rally_video/2_02_03.mp4,286,1,1,65,469,263,748,1198,281,589,615
287,match21/rally_video/2_02_03.mp4,287,1,1,65,472,263,750,1184,285,583,620
288,match21/rally_video/2_02_03.mp4,288,1,1,37,478,258,753,1171,290,577,625
289,match21/rally_video/2_02_03.mp4,289,1,1,32,493,257,763,1173,296,578,631
290,match21/rally_video/2_02_03.mp4,290,1,1,38,500,258,768,1159,298,572,633
291,match21/rally_video/2_02_03.mp4,291,1,1,26,498,256,766,1161,303,573,638
292,match21/rally_video/2_02_03.mp4,292,1,1,4,501,252,767,1164,310,574,645
293,match21/rally_video/2_02_03.mp4,293,0,0,-1,-1,-1,-1,-1,-1,-1,-1
294,match21/rally_video/2_02_03.mp4,294,0,0,-1,-1,-1,-1,-1,-1,-1,-1
295,match21/rally_video/2_02_03.mp4,295,0,0,-1,-1,-1,-1,-1,-1,-1,-1
296,match21/rally_video/2_02_03.mp4,296,0,0,-1,-1,-1,-1,-1,-1,-1,-1
297,match21/rally_video/2_02_03.mp4,297,0,0,-1,-1,-1,-1,-1,-1,-1,-1
298,match21/rally_video/2_02_03.mp4,298,0,0,-1,-1,-1,-1,-1,-1,-1,-1
299,match21/rally_video/2_02_03.mp4,299,0,0,-1,-1,-1,-1,-1,-1,-1,-1
300,match21/rally_video/2_02_03.mp4,300,0,0,-1,-1,-1,-1,-1,-1,-1,-1
301,match21/rally_video/2_02_03.mp4,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1
302,match21/rally_video/2_02_03.mp4,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1
303,match21/rally_video/2_02_03.mp4,303,1,1,21,541,255,794,1138,269,563,604
304,match21/rally_video/2_02_03.mp4,304,1,1,21,536,255,791,1138,249,563,584
305,match21/rally_video/2_02_03.mp4,305,1,1,21,533,255,789,1140,234,564,568
306,match21/rally_video/2_02_03.mp4,306,1,1,21,515,255,777,1133,228,561,563
307,match21/rally_video/2_02_03.mp4,307,1,1,43,500,259,768,1124,222,557,557
308,match21/rally_video/2_02_03.mp4,308,1,1,26,490,256,761,1136,228,562,562
309,match21/rally_video/2_02_03.mp4,309,1,1,37,482,258,756,1129,215,559,550
310,match21/rally_video/2_02_03.mp4,310,1,1,59,475,262,752,1119,216,555,551
311,match21/rally_video/2_02_03.mp4,311,1,1,92,461,268,744,1112,217,552,552
312,match21/rally_video/2_02_03.mp4,312,1,1,97,449,269,736,1097,212,546,548
313,match21/rally_video/2_02_03.mp4,313,1,1,86,442,267,731,1082,206,540,543
314,match21/rally_video/2_02_03.mp4,314,1,1,53,430,261,722,1062,199,532,537
